,text,date,prediction
260,"Pemekaran wilayah ini tidak hanya berdasarkan perintah pemerintah pusat, namun sudah dengan konsultasi dengan tokoh… https://t.co/4XpBnsrKTh",Sun Feb 07 23:55:46 +0000 2021,Nonabusive
261,"Pemekaran wilayah ini tidak hanya berdasarkan perintah pemerintah pusat, namun sudah dengan konsultasi dengan tokoh… https://t.co/OOKRwWdxvm",Sun Feb 07 23:55:45 +0000 2021,Nonabusive
262,"Pemekaran wilayah ini tidak hanya berdasarkan perintah pemerintah pusat, namun sudah dengan konsultasi dengan tokoh… https://t.co/cr0RuP2eG9",Sun Feb 07 23:55:41 +0000 2021,Nonabusive
263,Menteri Keuangan juga akan memperkuat para Aparat Pengawasan Intern Pemerintah (APIP) yang akan melibatkan Badan Pe… https://t.co/sNIxhGApWT,Sun Feb 07 23:55:41 +0000 2021,Nonabusive
264,Garda Merah Putih (GMP) Provinsi Papua Barat mendukung keberlanjutan Dana Otonomi Khusus (Otsus) yang dikucurkan ol… https://t.co/Gk8vFaOhE7,Sun Feb 07 23:55:41 +0000 2021,Nonabusive
265,Garda Merah Putih (GMP) Provinsi Papua Barat mendukung keberlanjutan Dana Otonomi Khusus (Otsus) yang dikucurkan ol… https://t.co/NP7bAiMvYv,Sun Feb 07 23:55:41 +0000 2021,Nonabusive
266,Menkeu juga akan memperkuat Aparat Pengawasan Intern Pemerintah (APIP) dengan melibatkan Badan Pengawas Keuangan da… https://t.co/I4akGqeQ85,Sun Feb 07 23:55:40 +0000 2021,Nonabusive
267,RT @FaisalBasri: Ketika Ambisi Food Estate Pemerintah Rugikan Petani di Kalteng https://t.co/LSYeK4GVhZ lewat @TirtoID,Sun Feb 07 23:55:39 +0000 2021,Nonabusive
268,"Saat ini, Pemekaran wilayah ini tidak hanya berdasarkan perintah pemerintah pusat, namun sudah dengan konsultasi de… https://t.co/YowWSwOv6r",Sun Feb 07 23:55:39 +0000 2021,Nonabusive
269,"Pemekaran wilayah ini tidak hanya berdasarkan perintah pemerintah pusat, namun sudah dengan konsultasi dengan tokoh… https://t.co/9SYz26UNUT",Sun Feb 07 23:55:37 +0000 2021,Nonabusive
270,"Dalam rangka Pemekaran wilayah ini tidak hanya berdasarkan perintah pemerintah pusat, tapi sudah kelar dengan konsu… https://t.co/A4Ub5nvDQ9",Sun Feb 07 23:55:35 +0000 2021,Nonabusive
271,RT @FaisalBasri: Ketika Ambisi Food Estate Pemerintah Rugikan Petani di Kalteng https://t.co/LSYeK4GVhZ lewat @TirtoID,Sun Feb 07 23:55:35 +0000 2021,Nonabusive
272,Garda Merah Putih (GMP) Provinsi Papua Barat mendukung keberlanjutan Dana Otonomi Khusus (Otsus) yang dikucurkan ol… https://t.co/VwUtFhYhol,Sun Feb 07 23:55:34 +0000 2021,Nonabusive
273,Menteri Keuangan Sri Mulyani memastikan Dana Otsus Papua akan diperpanjang hingga 2041. Pemerintah tengah membahas… https://t.co/69z30DJrsz,Sun Feb 07 23:55:34 +0000 2021,Nonabusive
274,Garda Merah Putih (GMP) Provinsi Papua Barat mendukung keberlanjutan Dana Otonomi Khusus (Otsus) yang dikucurkan ol… https://t.co/RvkUDqrDwl,Sun Feb 07 23:55:33 +0000 2021,Nonabusive
275,Menteri Keuangan Sri Mulyani memastikan Dana Otsus Papua akan diperpanjang hingga 2041. Pemerintah tengah membahas… https://t.co/KKPExXkk9B,Sun Feb 07 23:55:31 +0000 2021,Nonabusive
276,Pembangunan wilayah akan dipercepat pemerintah bagi daerah yang mengalamai pemekaran sehingga pemerataan kemajuan a… https://t.co/3kfoqBecwC,Sun Feb 07 23:55:31 +0000 2021,Nonabusive
277,Wahh Pelabuhan Depapre dibangun pemerintah daerah. Sedangkan pengelolaannya dilakukan oleh Perusahaan Daerah Kabupa… https://t.co/pLoKLojCaR,Sun Feb 07 23:55:29 +0000 2021,Nonabusive
278,Kebijakan Otsus merupakan bukti keseriusan Pemerintah Indonesia untuk membangun dan memajukan Papua. Penerapan Otsu… https://t.co/QhLyeMNLFc,Sun Feb 07 23:55:29 +0000 2021,Nonabusive
279,Menteri Keuangan yaitu Sri Mulyani akan memastikan bahwa Dana Otsus Papua akan diperpanjang hingga tahun 2041. Peme… https://t.co/GerKi8AJRp,Sun Feb 07 23:55:28 +0000 2021,Nonabusive
280,"Pemekaran wilayah ini tidak hanya berdasarkan perintah pemerintah pusat, namun sudah dengan konsultasi dengan tokoh… https://t.co/QCtugOuTzb",Sun Feb 07 23:55:25 +0000 2021,Nonabusive
281,"Pemekaran wilayah ini tidak hanya berdasarkan perintah pemerintah pusat, namun sudah dengan konsultasi dengan tokoh… https://t.co/0EHRZje0Du",Sun Feb 07 23:55:23 +0000 2021,Nonabusive
282,"Pemerintah Kembali Perpanjang PPKM, Berikut Kelonggaran-Kelonggarannya #LengkapCepatBeritanya #BeritaTerkini… https://t.co/3Kuxt3aVFg",Sun Feb 07 23:55:23 +0000 2021,Nonabusive
283,"Pemekaran wilayah ini tidak hanya berdasarkan perintah pemerintah pusat, namun sudah dengan konsultasi dengan tokoh… https://t.co/8Ao3MRY3hL",Sun Feb 07 23:55:21 +0000 2021,Nonabusive
284,Garda Merah Putih (GMP) Provinsi Papua Barat mendukung keberlanjutan Dana Otonomi Khusus (Otsus) yang dikucurkan ol… https://t.co/K8DpPro9ho,Sun Feb 07 23:55:21 +0000 2021,Nonabusive
285,Garda Merah Putih (GMP) Provinsi Papua Barat mendukung keberlanjutan Dana Otonomi Khusus (Otsus) yang dikucurkan ol… https://t.co/FrJZ4U3aiK,Sun Feb 07 23:55:20 +0000 2021,Nonabusive
286,Kebijakan Otsus merupakan bukti keseriusan Pemerintah Indonesia untuk membangun dan memajukan Papua. Penerapan Otsu… https://t.co/Oq3gFdVlVm,Sun Feb 07 23:55:20 +0000 2021,Nonabusive
287,"Pemekaran wilayah ini tidak hanya berdasarkan perintah pemerintah pusat, namun sudah dengan konsultasi dengan tokoh… https://t.co/TswRHh8Zbr",Sun Feb 07 23:55:18 +0000 2021,Nonabusive
288,Garda Merah Putih (GMP) Provinsi Papua Barat mendukung keberlanjutan Dana Otonomi Khusus (Otsus) yang dikucurkan ol… https://t.co/r28lRFNrQc,Sun Feb 07 23:55:17 +0000 2021,Nonabusive
289,Garda Merah Putih (GMP) Provinsi Papua Barat mendukung keberlanjutan Dana Otonomi Khusus (Otsus) yang dikucurkan ol… https://t.co/64poN72I69,Sun Feb 07 23:55:17 +0000 2021,Nonabusive
290,Garda Merah Putih (GMP) Provinsi Papua Barat mendukung keberlanjutan Dana Otonomi Khusus (Otsus) yang dikucurkan ol… https://t.co/DZrfHtr8yO,Sun Feb 07 23:55:15 +0000 2021,Nonabusive
291,Garda Merah Putih (GMP) yang berada Provinsi Papua Barat tentunya selalu mendukung keberlanjutan Dana Otonomi Khusu… https://t.co/giEQc9GYlI,Sun Feb 07 23:55:12 +0000 2021,Nonabusive
292,Menteri Keuangan Sri Mulyani memastikan Dana Otsus Papua akan diperpanjang hingga 2041. Pemerintah tengah membahas… https://t.co/m5uu0Gb8gy,Sun Feb 07 23:55:09 +0000 2021,Nonabusive
293,"Kabar baik, Garda Merah Putih (GMP) Provinsi Papua Barat mendukung keberlanjutan Dana Otonomi Khusus (Otsus) yang d… https://t.co/8yT6miszIA",Sun Feb 07 23:55:07 +0000 2021,Nonabusive
294,"Pemekaran wilayah ini tidak hanya berdasarkan perintah pemerintah pusat, namun sudah dengan konsultasi dengan tokoh… https://t.co/n6vg5ZpL5d",Sun Feb 07 23:55:06 +0000 2021,Nonabusive
295,Pemerintah tengah membahas RUU tentang Perubahan atas UU Nomor 21 Tahun 2001 tentang Otsus Papua. Dan Menteri Keuan… https://t.co/1Mm7N0UE9b,Sun Feb 07 23:55:04 +0000 2021,Nonabusive
296,"Pemekaran wilayah ini tidak hanya berdasarkan perintah pemerintah pusat, namun sudah dengan konsultasi dengan tokoh… https://t.co/86KujqCfQT",Sun Feb 07 23:55:03 +0000 2021,Nonabusive
297,"Pemekaran wilayah ini tidak hanya berdasarkan perintah pemerintah pusat, namun sudah dengan konsultasi dengan tokoh… https://t.co/bp08J5DDVa",Sun Feb 07 23:55:00 +0000 2021,Nonabusive
298,Menkeu juga akan memperkuat Aparat Pengawasan Intern Pemerintah (APIP) dengan melibatkan Badan Pengawas Keuangan da… https://t.co/ZrANJCqb1Y,Sun Feb 07 23:55:00 +0000 2021,Nonabusive
299,Garda Merah Putih (GMP) Provinsi Papua Barat mendukung keberlanjutan Dana Otonomi Khusus (Otsus) yang dikucurkan ol… https://t.co/tZNNecRx3W,Sun Feb 07 23:55:00 +0000 2021,Nonabusive
300,"RT @hyparkj: kenapa konser offline besok dibatalin karena ada seseorang yang melaporkan kepada pihak ""pemerintah"" dimana akhirnya pemerinta…",Sat Feb 06 23:59:56 +0000 2021,Nonabusive
301,"RT @cccyrose: Aku sukanya sama warga semarang, terpantau sudah beberapa jam banjir dan belom menemukan tweet nyalahin pemerintah sliweran d…",Sat Feb 06 23:59:43 +0000 2021,Nonabusive
302,Bangun minggu pagi mengisi aktivitas dengan gak ngapa-ngapain adalah cara terbaik membantu pemerintah.,Sat Feb 06 23:59:41 +0000 2021,Nonabusive
303,"@MuhadklyAcho Itu salah kutip, berani sekali mengkritik pemerintah, maafkan medianya",Sat Feb 06 23:59:01 +0000 2021,Nonabusive
304,RT @zarazettirazr: Di Library of Congress terdapat dokumen perjanjian tertulis tahun 1787 antara pemerintah Amerika saat itu dengan kepala…,Sat Feb 06 23:58:49 +0000 2021,Nonabusive
305,"RT @PrasSyukur: @sudjiwotedjo Di kalsel juga gtu mbah, hampir 1 provinsi bnjir hanya sedikit sekali yg berani bersuara atau mengkritik kebi…",Sat Feb 06 23:58:46 +0000 2021,Nonabusive
306,RT @MuhadklyAcho: Ini pasti bohong. Mana mungkin? Wong pak presiden bilang pemerintah berhasil kendalikan pandemi kok. Buktinya ga ada lokd…,Sat Feb 06 23:58:39 +0000 2021,Nonabusive
307,"RT @Teungkutmj: Ketika PDIP dan buzzerRP klaim penghargaan yg di raih oleh Anies adalah hasil kinerja pemerintah sebelum nya, Di benak saya…",Sat Feb 06 23:58:23 +0000 2021,Nonabusive
308,"RT @TirtoID: Dua juta kasus belum tercatat, menurut Luhut, disebabkan data pemerintah pusat dan daerah tidak terintegrasi.

https://t.co/E1…",Sat Feb 06 23:58:14 +0000 2021,Nonabusive
309,@99_heryanto @ayahbos @FerdinandHaean3 Makanya kau banyak belajar biar tau. Baca keputusan Menkeu NO 35 / KMK 07 /… https://t.co/eGht5V1jPU,Sat Feb 06 23:57:59 +0000 2021,Nonabusive
310,"RT @idtodayco: Komentari Gerakan Pemerintah Soal Wakaf, Ustadz Felix Siauw: Emang Yakin Umat Percaya Sama Pemerintah? https://t.co/wgUX702n…",Sat Feb 06 23:57:48 +0000 2021,Nonabusive
311,"@AngrySipelebegu Di kalsel,semarang dan kota2 lainya hujan slalu di jdkn kambing hitam oleh pemerintah.",Sat Feb 06 23:57:43 +0000 2021,Nonabusive
312,@e100ss Alhandulillah kerjasama dari pemerintah @JatimPemprov @jombangkab,Sat Feb 06 23:57:26 +0000 2021,Nonabusive
313,RT @FireBirdFeniks: Dengan #JatengDirumah dalam 2 hari menjadi momentum yg menjadi perenungan bagi kita semua untuk dapat bijak &amp; memberika…,Sat Feb 06 23:57:24 +0000 2021,Nonabusive
314,"RT @yanuarnugroho: Untuk mencapai herd immunity dgn kecepatan vaksinasi spt sekarang, dunia butuh 7 tahun. Indonesia? Mungkin lebih dari 10…",Sat Feb 06 23:56:51 +0000 2021,Nonabusive
315,RT @kiangiekwik: Saya tidak ngerti mengapa Pak Yustinus Prastowo menganggap saya mengkiritk pemerintah soal utang negara. Kan sangat jelas…,Sat Feb 06 23:56:26 +0000 2021,Nonabusive
316,"RT @idtodayco: Komentari Gerakan Pemerintah Soal Wakaf, Ustadz Felix Siauw: Emang Yakin Umat Percaya Sama Pemerintah? https://t.co/wgUX702n…",Sat Feb 06 23:56:07 +0000 2021,Nonabusive
317,"Suka aneh ada orang campaign batubara ngerusak alam tapi listrik dirumahnya pake PLN, anti kebun kelapa sawit tapi… https://t.co/cidRZxRxmZ",Sat Feb 06 23:55:45 +0000 2021,Nonabusive
318,RT @abdullahhaidir1: Biaya perawatan pasien Covid kalau sampai ICU itu katanya bisa mencapai 500 jt... Yg biasa2 bisa mencapai puluhan juta…,Sat Feb 06 23:55:13 +0000 2021,Nonabusive
319,"@LisaKnows3 @UyokBack Kalo pemerintah sebut air 1,5 meter sebagai genangan, ya sebut genangan!

Kenapa membantah lagi?",Sat Feb 06 23:55:11 +0000 2021,Nonabusive
320,"RT @Miduk17: Yang mengatakan semua pendukung Pemerintah itu BUZZER Rp

FIX

Otakmu KARATAN

Kau tidak tau, ada hati yang bergerak disana ka…",Sat Feb 06 23:54:10 +0000 2021,Nonabusive
321,"RT @abu_waras: Netizen Duga, Uang Wakaf Akan Digunakan Juga Untuk Membayar Buzzer Pemerintah, Sehingga Uang Wakaf Unfaedah.",Sat Feb 06 23:53:52 +0000 2021,Nonabusive
322,@demokrasicoid Harusnya pemerintah dalam hal ini Presiden JKW tegas atas tindakan Pak Mul yang berusaha porak poran… https://t.co/k8PONm8zIa,Sat Feb 06 23:53:34 +0000 2021,Nonabusive
323,RT @cholilnafis: Mari kita lihat antara SKB 3 Menteri  yg memberi kebebasa seragam atribut keagamaan kpd peserta didik dan pendidik dan Tak…,Sat Feb 06 23:53:25 +0000 2021,Nonabusive
324,"RT @yanuarnugroho: @hotradero tks bang. setidaknya TS beri peringatan bhw dgn kecepatan spt skrg, akan lama. take it as a warning, or cauti…",Sat Feb 06 23:53:23 +0000 2021,Nonabusive
325,"RT @PrasSyukur: @sudjiwotedjo Di kalsel juga gtu mbah, hampir 1 provinsi bnjir hanya sedikit sekali yg berani bersuara atau mengkritik kebi…",Sat Feb 06 23:53:19 +0000 2021,Nonabusive
326,"Selain SKB 3 Menteri, Pemerintah Juga Mesti Mengevaluasi Kebijakan Ini #DPDRI via @jpnncom https://t.co/lUafZ1s0kv",Sat Feb 06 23:52:59 +0000 2021,Nonabusive
327,@dr_koko28 Ternyata China sangat hati-hati mengevaluasi hasil uji coba vaksin yg diajukan walau vaksin Sinovac buat… https://t.co/Z6U5s4vyIv,Sat Feb 06 23:52:48 +0000 2021,Nonabusive
328,"RT @suicdstory: @_Si_Bee @pappigh0st Untuk point nomor 5

Kenapa pemerintah gamau lockdown? Ya karna pas waktu itu tv full dengan org2 prot…",Sat Feb 06 23:52:37 +0000 2021,Nonabusive
329,"RT @pengarang_sajak: Pemerintah harus subsidi kesehatan, pendidikan, blm lg subsidi bbm, listrik, gas, dll..

Belom lg tugas pemerintah sed…",Sat Feb 06 23:52:26 +0000 2021,Nonabusive
330,"RT @pengarang_sajak: Makanya gue bilang gue ogah fanatik..

Jaman Pak Harto yg bagus itu program KB dan Transmigrasi..

Seringkali kita cm…",Sat Feb 06 23:52:22 +0000 2021,Nonabusive
331,"RT @pengarang_sajak: Pemerintah harus subsidi kesehatan, pendidikan, blm lg subsidi bbm, listrik, gas, dll..

Belom lg tugas pemerintah sed…",Sat Feb 06 23:52:18 +0000 2021,Nonabusive
332,"RT @pengarang_sajak: Makanya gue bilang gue ogah fanatik..

Jaman Pak Harto yg bagus itu program KB dan Transmigrasi..

Seringkali kita cm…",Sat Feb 06 23:52:18 +0000 2021,Nonabusive
333,"RT @PusdalopsBantul: Kepala BMKG Dwikorita Karnawati kunjungi Pantai Depok, Parangtritis, Bantul, guna mengetahui kesiapan masyarakat Bantu…",Sat Feb 06 23:52:16 +0000 2021,abusive
334,"RT @suicdstory: @_Si_Bee @pappigh0st Tolong ya bang tere liye. Atau siapa tlg sampaikan

Org jawa tengah PPKM sabtu minggu itu untuk mengho…",Sat Feb 06 23:52:12 +0000 2021,abusive
335,"@poldajateng_ Catat ya ini cuma GENANGAN ya cuma GENANGAN bukan BANJIR.
Baik bgt kan @poldajateng_ gunakan kosakata… https://t.co/Mw9p94IKp3",Sat Feb 06 23:52:11 +0000 2021,Nonabusive
336,"RT @idtodayco: Komentari Gerakan Pemerintah Soal Wakaf, Ustadz Felix Siauw: Emang Yakin Umat Percaya Sama Pemerintah? https://t.co/wgUX702n…",Sat Feb 06 23:52:00 +0000 2021,Nonabusive
337,"RT @SintaElvhee2_: Siiip

Warga Madiun tolak pasar muamalah yg akan dibangun disana

Rencana pembangunan pasar itu belum mengantongi izin d…",Sat Feb 06 23:51:50 +0000 2021,Nonabusive
338,"RT @fahmirusliMFR: Hukum asal pengambilan vaksin Covid- 19 adalah harus, manakala ia wajib bagi golongan yang telah ditetapkan oleh pihak p…",Sat Feb 06 23:51:50 +0000 2021,Nonabusive
339,"Tdk smua kehidupan itu indah ya..sya sudah sana sini melamar kerja tdk ada satupun yg di terima,,sya tinggal di. De… https://t.co/6Zh2ewYbbM",Sat Feb 06 23:51:46 +0000 2021,Nonabusive
340,"🌟 JANGAN HANYA WAKAF, AMBIL SEMUA HUKUM SYARIAH
📑 BULETIN DAKWAH KAFFAH - EDISI 179
📅 22 Jumada al-Akhirah 1442 H -… https://t.co/9aEaRJ0Y0z",Sat Feb 06 23:51:25 +0000 2021,abusive
341,"RT @abu_waras: Semarang Dikepung Banjir, Netizen Heran, Ganjar Pranowo Tidak Diserang Buzzers.
Netizen Duga Buzzers Memang Diciptakan Untuk…",Sat Feb 06 23:51:21 +0000 2021,Nonabusive
342,RT @dewiteruna: Tidak Ditahannya Abu Janda merendahkan marwah pemerintah terhadap penegakan supermasi hukum..Tahan Abu Janda Karena tindaka…,Sat Feb 06 23:51:19 +0000 2021,abusive
343,RT @zarazettirazr: Di Library of Congress terdapat dokumen perjanjian tertulis tahun 1787 antara pemerintah Amerika saat itu dengan kepala…,Sat Feb 06 23:51:09 +0000 2021,Nonabusive
344,Mana nih buzzer2 Pemerintah koq gak rame ? Sudah pada MATI ya kalian ? Mampus aja kau https://t.co/7HIugDQ81A,Sat Feb 06 23:51:06 +0000 2021,abusive
345,"Pak @ganjarpranowo Saya Hari Ini Tidak Bekerja, Padahal Kalau Hari Minggu Saya Bekerja Bisa Dapat uang 100ribu buat… https://t.co/FZM5glEc6k",Sat Feb 06 23:51:03 +0000 2021,Nonabusive
346,RT @zarazettirazr: Di Library of Congress terdapat dokumen perjanjian tertulis tahun 1787 antara pemerintah Amerika saat itu dengan kepala…,Sat Feb 06 23:50:56 +0000 2021,Nonabusive
347,"RT @Uki23: Saya sangat menghormati pak Kwik, but here is the thing:

Pertama, jaman Orba yang menjadi alat intimidasi adalah ABRI. Kalau an…",Sat Feb 06 23:50:56 +0000 2021,Nonabusive
348,RT @MuhadklyAcho: Ini pasti bohong. Mana mungkin? Wong pak presiden bilang pemerintah berhasil kendalikan pandemi kok. Buktinya ga ada lokd…,Sat Feb 06 23:50:28 +0000 2021,Nonabusive
349,"@Lelaki_5unyi Tiba2 ISIS? 

Pemimpinnya dipenjarakan gara2 prokes
6 santrinya dibunuh
Ormasnya dibubarkan
Akunnya d… https://t.co/1OysMwK5P9",Sat Feb 06 23:50:27 +0000 2021,Nonabusive
350,"RT @abu_waras: Netizen Duga, Uang Wakaf Akan Digunakan Juga Untuk Membayar Buzzer Pemerintah, Sehingga Uang Wakaf Unfaedah. https://t.co/KN…",Sat Feb 06 23:50:23 +0000 2021,Nonabusive
351,"RT @LianGogali: Bagi orang Poso, danau Poso bukan sekumpulan air, tapi sebuah ekosistem kehidupan, sebuah kebudayaan.

Bagi perusahaan JK d…",Sat Feb 06 23:50:21 +0000 2021,Nonabusive
352,@jungkukteyung Emang ga buka kayaknya ngikutin himbauan pemerintah 6-7 dirumah aja,Sat Feb 06 23:49:43 +0000 2021,Nonabusive
353,RT @zarazettirazr: Di Library of Congress terdapat dokumen perjanjian tertulis tahun 1787 antara pemerintah Amerika saat itu dengan kepala…,Sat Feb 06 23:49:38 +0000 2021,Nonabusive
354,"RT @cahya_nsc: b3l1ft sama b1gh1t ga bodoh. mereka ga mungkin ngadain acara fm tanpa persetujuan dari pemerintah nya, pasti staff jg udh iz…",Sat Feb 06 23:49:18 +0000 2021,Nonabusive
355,"RT @sandra_hut: @jokowi Gas Pol Investasi
BUMN dan MIND ID akan dilibatkan ketika  Kemenko bidang kemaritiman dan investasi terima proposal…",Sat Feb 06 23:49:13 +0000 2021,Nonabusive
356,"RT @Miduk17: Yang mengatakan semua pendukung Pemerintah itu BUZZER Rp

FIX

Otakmu KARATAN

Kau tidak tau, ada hati yang bergerak disana ka…",Sat Feb 06 23:48:55 +0000 2021,Nonabusive
357,RT @zarazettirazr: Di Library of Congress terdapat dokumen perjanjian tertulis tahun 1787 antara pemerintah Amerika saat itu dengan kepala…,Sat Feb 06 23:48:48 +0000 2021,Nonabusive
358,"RT @Al_Nov8: Owh saya baru tau ternyata banjirpun ada standarnya, standarnya yang buat pemerintah sih kayaknya.
Kalau di jakarta 20-30cm it…",Sat Feb 06 23:48:46 +0000 2021,Nonabusive
359,"RT @eLHurryKoRn: Corona Akal2an Pemerintah?
Goblok Ngeyel lagi ! 🤭 https://t.co/ajqjWE4d8L",Sat Feb 06 23:48:44 +0000 2021,abusive
360,@Raj4Purwa 😁😁Kalau kata pemerintah 50 tahun ya 50 tahuanan cc ke @KemenPU,Sat Feb 06 23:48:31 +0000 2021,abusive
361,"Sekarang enak freedom of spech udah makin dihargai, plus informasi bisa didapat dari berbagai arah bahkan melalui s… https://t.co/q2McPWwIsE",Sat Feb 06 23:48:28 +0000 2021,Nonabusive
362,"@OrangBia5a_ @seruanhl @permadiaktivis1 Tidak perlu repot-repot buat Pemerintah .. cukup dgn Permadi , akhirnya tau… https://t.co/B5KB7ZINc8",Sat Feb 06 23:48:10 +0000 2021,Nonabusive
363,"yaelah mba, psbb tuh kebijakan setengah2, orang disuruh cari makan sendiri tapi gaboleh keluar rumah. gmn ga pada n… https://t.co/q0MBq23Ms0",Sat Feb 06 23:47:56 +0000 2021,Nonabusive
364,RT @cholilnafis: Mari kita lihat antara SKB 3 Menteri  yg memberi kebebasa seragam atribut keagamaan kpd peserta didik dan pendidik dan Tak…,Sat Feb 06 23:47:50 +0000 2021,Nonabusive
365,"Pemerintah harus subsidi kesehatan, pendidikan, blm lg subsidi bbm, listrik, gas, dll..

Belom lg tugas pemerintah… https://t.co/7FkWlGCmGD",Sat Feb 06 23:47:26 +0000 2021,Nonabusive
366,"Makanya gue bilang gue ogah fanatik..

Jaman Pak Harto yg bagus itu program KB dan Transmigrasi..

Seringkali kita… https://t.co/lNxSNlQXPY",Sat Feb 06 23:47:26 +0000 2021,Nonabusive
367,"@kiangiekwik @rryaza Sehat selalu Pak Kwik 🙏. Memberikan pencerahan kpd netizen, kritik membangun kpd pemerintah it… https://t.co/pRTVWh0OS9",Sat Feb 06 23:47:22 +0000 2021,Nonabusive
368,"Pemerintah panik. Kas negara semakin tipis, sedangkan utang telah setinggi gunung. Kesalahan manajemen pengelolaan… https://t.co/dMLo9FnmCF",Sat Feb 06 23:47:05 +0000 2021,Nonabusive
369,"@cselloana Engga benar kok, gbsa nyalahin juga klo beda persepsi, karna emg dari atas ga patuh dan mungkin edukasi… https://t.co/76UPGOS0E9",Sat Feb 06 23:46:57 +0000 2021,Nonabusive
370,RT @zarazettirazr: Di Library of Congress terdapat dokumen perjanjian tertulis tahun 1787 antara pemerintah Amerika saat itu dengan kepala…,Sat Feb 06 23:46:38 +0000 2021,Nonabusive
371,Biaya perawatan pasien Covid kalau sampai ICU itu katanya bisa mencapai 500 jt... Yg biasa2 bisa mencapai puluhan j… https://t.co/2nJHUE832Y,Sat Feb 06 23:46:24 +0000 2021,Nonabusive
372,"RT @idtodayco: Komentari Gerakan Pemerintah Soal Wakaf, Ustadz Felix Siauw: Emang Yakin Umat Percaya Sama Pemerintah? https://t.co/wgUX702n…",Sat Feb 06 23:46:04 +0000 2021,Nonabusive
373,"RT @Joss_Van_Buchan: Saya bukannya mau ""songong"" terhadap pemerintah apalagi menghina pak Jokowi.

Karena ini fakta, lho...
Wong aku follow…",Sat Feb 06 23:45:33 +0000 2021,Nonabusive
374,"RT @abu_waras: Netizen Duga, Uang Wakaf Akan Digunakan Juga Untuk Membayar Buzzer Pemerintah, Sehingga Uang Wakaf Unfaedah.",Sat Feb 06 23:45:27 +0000 2021,Nonabusive
375,RT @idntimes: Ahli bertanya kenapa baru sekarang terbuka soal 2 juta data https://t.co/peRWlYWJcp,Sat Feb 06 23:45:27 +0000 2021,Nonabusive
376,"RT @idtodayco: Komentari Gerakan Pemerintah Soal Wakaf, Ustadz Felix Siauw: Emang Yakin Umat Percaya Sama Pemerintah? https://t.co/wgUX702n…",Sat Feb 06 23:45:26 +0000 2021,Nonabusive
377,"RT @BeYondora: @Khofirman98 Nyerah nggak tahu

Eh iya buat yang di Bandung yang mau tes HIV dan IMS bisa chat aku yah. Ada Tes VCT Gratis p…",Sat Feb 06 23:45:23 +0000 2021,Nonabusive
378,"Media buih, brosur pemerintah.

Jarene media ki pilar ke-empat demokrasi?

Pye sih.",Sat Feb 06 23:45:22 +0000 2021,Nonabusive
379,RT @andira_885: Pemerintah melalui Kemenko Bidang Kemaritiman dan Investasi menerima proposal investasi dari Tesla. Proposal tersebut sedan…,Sat Feb 06 23:45:11 +0000 2021,Nonabusive
380,@ustadtengkuzul Ya benar sekali setujuu bangett Amin...smg kita semua bersama beserta pemerintah dpt mengamalkannya,Sat Feb 06 23:45:11 +0000 2021,Nonabusive
381,RT @FireBirdFeniks: Dengan #JatengDirumah dalam 2 hari menjadi momentum yg menjadi perenungan bagi kita semua untuk dapat bijak &amp; memberika…,Sat Feb 06 23:45:00 +0000 2021,Nonabusive
382,RT @FireBirdFeniks: Angka positif copid tidak akan menurun jika upaya pemerintah tidak mendapatkan dukungan dalam peran aktif masyarakat be…,Sat Feb 06 23:44:56 +0000 2021,Nonabusive
383,"RT @FireBirdFeniks: Dengan 2 hari #JatengDirumah kita telah menunjukkan empati &amp; apresiasi kepada para nakes kita. 
Marilah bersama², atas…",Sat Feb 06 23:44:52 +0000 2021,Nonabusive
384,@FKadrun Semoga segera surut. Pemerintah bisa bantu yg terdampak.,Sat Feb 06 23:44:46 +0000 2021,Nonabusive
385,RT @MuhadklyAcho: Ini pasti bohong. Mana mungkin? Wong pak presiden bilang pemerintah berhasil kendalikan pandemi kok. Buktinya ga ada lokd…,Sat Feb 06 23:44:40 +0000 2021,Nonabusive
386,"RT @andira_885: Pemerintah menegaskan TIDAK ADA POTONGAN INSENTIF NAKES. Insentif akan diberikan sama dengan tahun 2020, mengingat NAKES ad…",Sat Feb 06 23:44:27 +0000 2021,Nonabusive
387,"RT @detikcom: Ternyata, pemerintah dan Tesla punya rencana membangun 'power bank' raksasa. Cek di sini informasi lengkapnya.  https://t.co/…",Sat Feb 06 23:44:27 +0000 2021,Nonabusive
388,RT @zarazettirazr: Di Library of Congress terdapat dokumen perjanjian tertulis tahun 1787 antara pemerintah Amerika saat itu dengan kepala…,Sat Feb 06 23:44:06 +0000 2021,Nonabusive
389,VIDEOGRAFIS: Pemerintah Susun Empat Strategi Perkuat Penanganan Corona https://t.co/rGwYfMKRns #Terbaru #berita #live #merdeka,Sat Feb 06 23:44:04 +0000 2021,Nonabusive
390,RT @andira_885: Pemerintah melalui Kemenko Bidang Kemaritiman dan Investasi menerima proposal investasi dari Tesla. Proposal tersebut sedan…,Sat Feb 06 23:43:54 +0000 2021,Nonabusive
391,RT @FireBirdFeniks: Dengan #JatengDirumah dalam 2 hari menjadi momentum yg menjadi perenungan bagi kita semua untuk dapat bijak &amp; memberika…,Sat Feb 06 23:43:32 +0000 2021,Nonabusive
